"","thresh","video","frame","x","y","w","h","class","overlap"
"1434",0.3,"videoplayback_001_1.webm",136,144,148,23,27,"pedestrianCrossing",FALSE
"1435",0.3,"videoplayback_001_1.webm",137,137,148,22,25,"addedLane",FALSE
"1436",0.3,"videoplayback_001_1.webm",138,132,147,21,25,"addedLane",FALSE
"1437",0.3,"videoplayback_001_1.webm",139,123,144,24,28,"addedLane",FALSE
"1438",0.3,"videoplayback_001_1.webm",140,117,140,27,32,"addedLane",FALSE
"1439",0.3,"videoplayback_001_1.webm",141,108,137,27,34,"addedLane",FALSE
"1440",0.3,"videoplayback_001_1.webm",142,100,132,29,40,"addedLane",FALSE
"1441",0.3,"videoplayback_001_1.webm",143,91,129,29,42,"addedLane",FALSE
"1442",0.3,"videoplayback_001_1.webm",144,84,126,39,41,"merge",FALSE
"1443",0.3,"videoplayback_001_1.webm",145,71,125,34,38,"addedLane",FALSE
"1444",0.3,"videoplayback_001_1.webm",146,58,119,46,44,"addedLane",FALSE
"1445",0.3,"videoplayback_001_1.webm",147,42,115,50,48,"addedLane",FALSE
"1446",0.3,"videoplayback_001_1.webm",148,31,111,63,59,"addedLane",FALSE
"1447",0.3,"videoplayback_001_1.webm",149,16,106,59,64,"addedLane",FALSE
"1448",0.3,"videoplayback_001_1.webm",150,8,98,56,70,"pedestrianCrossing",FALSE
"1449",0.3,"videoplayback_001_1.webm",151,3,94,42,73,"signalAhead",FALSE
"1450",0.3,"videoplayback_001_1.webm",152,4,96,27,66,"signalAhead",FALSE
"1451",0.3,"videoplayback_001_1.webm",153,311,184,13,17,"signalAhead",FALSE
"1452",0.3,"videoplayback_001_1.webm",154,311,183,14,17,"signalAhead",FALSE
"1453",0.3,"videoplayback_001_1.webm",155,314,182,12,18,"signalAhead",FALSE
"1454",0.3,"videoplayback_001_1.webm",156,313,184,13,18,"signalAhead",FALSE
"1455",0.3,"videoplayback_001_1.webm",157,317,184,13,17,"signalAhead",FALSE
"1456",0.3,"videoplayback_001_1.webm",158,318,184,13,17,"speedLimit35",FALSE
"1457",0.3,"videoplayback_001_1.webm",159,316,185,13,16,"signalAhead",FALSE
"1458",0.3,"videoplayback_001_1.webm",160,323,184,14,18,"speedLimit35",FALSE
"1459",0.3,"videoplayback_001_1.webm",161,321,186,13,15,"speedLimit35",TRUE
"1460",0.3,"videoplayback_001_1.webm",161,326,185,14,17,"stop",TRUE
"1461",0.3,"videoplayback_001_1.webm",162,321,186,13,15,"speedLimit35",TRUE
"1462",0.3,"videoplayback_001_1.webm",162,327,185,14,17,"stop",TRUE
"1463",0.3,"videoplayback_001_1.webm",163,320,186,13,16,"speedLimit35",TRUE
"1464",0.3,"videoplayback_001_1.webm",163,326,186,14,16,"stop",TRUE
"1465",0.3,"videoplayback_001_1.webm",164,321,186,12,16,"speedLimit35",TRUE
"1466",0.3,"videoplayback_001_1.webm",164,327,186,13,16,"stop",TRUE
"1467",0.3,"videoplayback_001_1.webm",165,323,186,13,16,"signalAhead",TRUE
"1468",0.3,"videoplayback_001_1.webm",165,329,186,14,16,"stop",TRUE
"1469",0.3,"videoplayback_001_1.webm",166,324,186,13,16,"stop",TRUE
"1470",0.3,"videoplayback_001_1.webm",166,330,186,13,16,"speedLimit35",TRUE
"1471",0.3,"videoplayback_001_1.webm",167,326,187,13,16,"stop",TRUE
"1472",0.3,"videoplayback_001_1.webm",167,332,186,14,17,"signalAhead",TRUE
"1473",0.3,"videoplayback_001_1.webm",168,328,187,12,15,"stop",TRUE
"1474",0.3,"videoplayback_001_1.webm",168,335,187,14,16,"signalAhead",TRUE
"1475",0.3,"videoplayback_001_1.webm",169,328,187,12,16,"speedLimit35",TRUE
"1476",0.3,"videoplayback_001_1.webm",169,335,186,14,17,"speedLimit35",TRUE
"1477",0.3,"videoplayback_001_1.webm",170,331,188,11,16,"speedLimit35",TRUE
"1478",0.3,"videoplayback_001_1.webm",170,338,187,12,18,"signalAhead",TRUE
"1479",0.3,"videoplayback_001_2.webm",1,236,165,22,19,"school",FALSE
"1480",0.3,"videoplayback_001_2.webm",4,161,117,26,36,"schoolSpeedLimit25",FALSE
"1481",0.3,"videoplayback_001_2.webm",7,478,180,11,15,"schoolSpeedLimit25",FALSE
"1482",0.3,"videoplayback_001_2.webm",8,483,182,12,15,"schoolSpeedLimit25",FALSE
"1483",0.3,"videoplayback_001_2.webm",9,494,180,9,13,"schoolSpeedLimit25",FALSE
"1484",0.3,"videoplayback_001_2.webm",10,500,179,10,14,"schoolSpeedLimit25",FALSE
"1485",0.3,"videoplayback_001_2.webm",11,255,187,8,17,"rampSpeedAdvisoryUrdbl",FALSE
"1486",0.3,"videoplayback_001_2.webm",11,500,180,12,17,"schoolSpeedLimit25",TRUE
"1487",0.3,"videoplayback_001_2.webm",11,505,176,18,24,"schoolSpeedLimit25",TRUE
"1488",0.3,"videoplayback_001_2.webm",12,254,187,10,18,"rampSpeedAdvisoryUrdbl",FALSE
"1489",0.3,"videoplayback_001_2.webm",12,517,171,15,21,"stopAhead",TRUE
"1490",0.3,"videoplayback_001_2.webm",13,250,186,12,17,"pedestrianCrossing",FALSE
"1491",0.3,"videoplayback_001_2.webm",13,526,172,14,19,"schoolSpeedLimit25",TRUE
"1492",0.3,"videoplayback_001_2.webm",14,250,186,14,17,"school",FALSE
"1493",0.3,"videoplayback_001_2.webm",14,542,170,12,17,"signalAhead",TRUE
"1494",0.3,"videoplayback_001_2.webm",15,248,187,17,18,"merge",FALSE
"1495",0.3,"videoplayback_001_2.webm",15,554,164,14,18,"signalAhead",FALSE
"1496",0.3,"videoplayback_001_2.webm",16,242,184,22,22,"turnLeft",FALSE
"1497",0.3,"videoplayback_001_2.webm",16,565,157,22,27,"pedestrianCrossing",TRUE
"1498",0.3,"videoplayback_001_2.webm",17,242,183,20,21,"turnRight",FALSE
"1499",0.3,"videoplayback_001_2.webm",17,576,160,22,25,"signalAhead",TRUE
"1500",0.3,"videoplayback_001_2.webm",18,241,180,19,25,"signalAhead",FALSE
"1501",0.3,"videoplayback_001_2.webm",19,238,177,22,29,"signalAhead",FALSE
"1502",0.3,"videoplayback_001_2.webm",19,607,153,29,34,"rampSpeedAdvisory50",TRUE
"1503",0.3,"videoplayback_001_2.webm",20,235,176,21,30,"signalAhead",FALSE
"1504",0.3,"videoplayback_001_2.webm",20,633,154,24,31,"schoolSpeedLimit25",TRUE
"1505",0.3,"videoplayback_001_2.webm",20,630,146,35,47,"rampSpeedAdvisory50",TRUE
"1506",0.3,"videoplayback_001_2.webm",21,232,176,26,29,"signalAhead",FALSE
"1507",0.3,"videoplayback_001_2.webm",21,651,140,43,48,"signalAhead",TRUE
"1508",0.3,"videoplayback_001_2.webm",22,227,174,29,29,"signalAhead",FALSE
"1509",0.3,"videoplayback_001_2.webm",22,676,140,27,46,"rampSpeedAdvisory50",TRUE
"1510",0.3,"videoplayback_001_2.webm",23,228,174,24,30,"signalAhead",FALSE
"1511",0.3,"videoplayback_001_2.webm",24,227,172,23,33,"signalAhead",FALSE
"1512",0.3,"videoplayback_001_2.webm",25,225,173,24,32,"signalAhead",FALSE
"1513",0.3,"videoplayback_001_2.webm",26,222,171,25,34,"signalAhead",FALSE
"1514",0.3,"videoplayback_001_2.webm",27,222,169,24,34,"signalAhead",FALSE
"1515",0.3,"videoplayback_001_2.webm",28,219,169,28,33,"signalAhead",FALSE
"1516",0.3,"videoplayback_001_2.webm",29,215,168,32,32,"pedestrianCrossing",FALSE
"1517",0.3,"videoplayback_001_2.webm",30,213,165,31,38,"signalAhead",FALSE
"1518",0.3,"videoplayback_001_2.webm",31,209,166,32,34,"signalAhead",FALSE
"1519",0.3,"videoplayback_001_2.webm",32,207,167,31,32,"signalAhead",FALSE
"1520",0.3,"videoplayback_001_2.webm",33,204,164,31,34,"signalAhead",FALSE
"1521",0.3,"videoplayback_001_2.webm",34,201,161,33,37,"pedestrianCrossing",FALSE
"1522",0.3,"videoplayback_001_2.webm",35,197,160,35,35,"pedestrianCrossing",FALSE
"1523",0.3,"videoplayback_001_2.webm",36,193,158,35,36,"pedestrianCrossing",FALSE
"1524",0.3,"videoplayback_001_2.webm",37,191,157,36,37,"pedestrianCrossing",FALSE
"1525",0.3,"videoplayback_001_2.webm",38,188,154,38,39,"pedestrianCrossing",FALSE
"1526",0.3,"videoplayback_001_2.webm",39,184,153,38,39,"pedestrianCrossing",FALSE
"1527",0.3,"videoplayback_001_2.webm",40,183,153,37,35,"pedestrianCrossing",FALSE
"1528",0.3,"videoplayback_001_2.webm",41,178,152,37,34,"pedestrianCrossing",FALSE
"1529",0.3,"videoplayback_001_2.webm",42,171,151,38,33,"pedestrianCrossing",FALSE
"1530",0.3,"videoplayback_001_2.webm",43,164,147,40,37,"pedestrianCrossing",FALSE
"1531",0.3,"videoplayback_001_2.webm",44,155,146,48,38,"pedestrianCrossing",FALSE
"1532",0.3,"videoplayback_001_2.webm",45,148,146,42,36,"pedestrianCrossing",FALSE
"1533",0.3,"videoplayback_001_2.webm",46,139,143,48,39,"pedestrianCrossing",FALSE
"1534",0.3,"videoplayback_001_2.webm",47,131,142,49,39,"pedestrianCrossing",FALSE
"1535",0.3,"videoplayback_001_2.webm",48,121,135,48,42,"pedestrianCrossing",FALSE
"1536",0.3,"videoplayback_001_2.webm",49,113,129,50,46,"pedestrianCrossing",FALSE
"1537",0.3,"videoplayback_001_2.webm",50,94,121,66,58,"pedestrianCrossing",FALSE
"1538",0.3,"videoplayback_001_2.webm",51,77,112,74,67,"pedestrianCrossing",FALSE
"1539",0.3,"videoplayback_001_2.webm",52,62,104,84,74,"pedestrianCrossing",FALSE
"1540",0.3,"videoplayback_001_2.webm",53,45,98,76,74,"pedestrianCrossing",FALSE
"1541",0.3,"videoplayback_001_2.webm",54,22,89,82,77,"pedestrianCrossing",FALSE
"1542",0.3,"videoplayback_001_2.webm",55,1,78,81,87,"pedestrianCrossing",FALSE
"1543",0.3,"videoplayback_001_2.webm",56,0,72,50,84,"pedestrianCrossing",FALSE
"1544",0.3,"videoplayback_002_1.webm",1,182,197,26,37,"turnRight",FALSE
"1545",0.3,"videoplayback_002_1.webm",3,164,181,41,46,"turnRight",FALSE
"1546",0.3,"videoplayback_002_1.webm",4,160,178,40,46,"turnRight",FALSE
"1547",0.3,"videoplayback_002_1.webm",5,150,173,40,45,"turnRight",FALSE
"1548",0.3,"videoplayback_002_1.webm",6,143,167,41,46,"turnRight",FALSE
"1549",0.3,"videoplayback_002_1.webm",7,134,160,44,50,"turnRight",FALSE
"1550",0.3,"videoplayback_002_1.webm",8,118,150,52,55,"turnRight",FALSE
"1551",0.3,"videoplayback_002_1.webm",8,259,250,18,20,"merge",TRUE
"1552",0.3,"videoplayback_002_1.webm",9,103,140,56,58,"turnRight",FALSE
"1553",0.3,"videoplayback_002_1.webm",9,257,248,20,22,"merge",TRUE
"1554",0.3,"videoplayback_002_1.webm",10,86,128,62,64,"turnRight",FALSE
"1555",0.3,"videoplayback_002_1.webm",10,258,246,20,25,"merge",TRUE
"1556",0.3,"videoplayback_002_1.webm",11,50,104,88,89,"turnRight",FALSE
"1557",0.3,"videoplayback_002_1.webm",11,258,246,20,27,"merge",TRUE
"1558",0.3,"videoplayback_002_1.webm",12,31,92,64,72,"turnRight",TRUE
"1559",0.3,"videoplayback_002_1.webm",12,10,78,108,107,"turnRight",TRUE
"1560",0.3,"videoplayback_002_1.webm",12,253,246,19,25,"addedLane",TRUE
"1561",0.3,"videoplayback_002_1.webm",13,15,73,60,72,"slow",TRUE
"1562",0.3,"videoplayback_002_1.webm",13,-4,51,101,119,"turnRight",TRUE
"1563",0.3,"videoplayback_002_1.webm",13,253,245,18,23,"dip",TRUE
"1564",0.3,"videoplayback_002_1.webm",14,253,244,20,25,"addedLane",FALSE
"1565",0.3,"videoplayback_002_1.webm",15,253,244,23,25,"merge",FALSE
"1566",0.3,"videoplayback_002_1.webm",16,255,245,20,23,"merge",FALSE
"1567",0.3,"videoplayback_002_1.webm",17,256,244,20,25,"merge",FALSE
"1568",0.3,"videoplayback_002_1.webm",18,254,244,15,19,"slow",TRUE
"1569",0.3,"videoplayback_002_1.webm",18,256,243,19,25,"merge",TRUE
"1570",0.3,"videoplayback_002_1.webm",19,253,242,15,21,"slow",TRUE
"1571",0.3,"videoplayback_002_1.webm",19,256,242,18,26,"merge",TRUE
"1572",0.3,"videoplayback_002_1.webm",20,255,242,19,25,"merge",FALSE
"1573",0.3,"videoplayback_002_1.webm",20,538,288,16,19,"pedestrianCrossing",TRUE
"1574",0.3,"videoplayback_002_1.webm",21,254,241,22,28,"merge",FALSE
"1575",0.3,"videoplayback_002_1.webm",21,552,291,19,20,"pedestrianCrossing",TRUE
"1576",0.3,"videoplayback_002_1.webm",22,253,239,24,31,"merge",FALSE
"1577",0.3,"videoplayback_002_1.webm",22,572,293,21,23,"pedestrianCrossing",TRUE
"1578",0.3,"videoplayback_002_1.webm",23,254,239,22,31,"merge",FALSE
"1579",0.3,"videoplayback_002_1.webm",23,593,297,19,21,"pedestrianCrossing",TRUE
"1580",0.3,"videoplayback_002_1.webm",24,253,239,22,28,"merge",FALSE
"1581",0.3,"videoplayback_002_1.webm",24,616,299,20,20,"pedestrianCrossing",TRUE
"1582",0.3,"videoplayback_002_1.webm",25,250,240,17,25,"slow",TRUE
"1583",0.3,"videoplayback_002_1.webm",25,252,239,25,29,"merge",TRUE
"1584",0.3,"videoplayback_002_1.webm",25,646,300,29,29,"pedestrianCrossing",TRUE
"1585",0.3,"videoplayback_002_1.webm",25,641,299,24,26,"pedestrianCrossing",TRUE
"1586",0.3,"videoplayback_002_1.webm",26,249,240,18,24,"slow",TRUE
"1587",0.3,"videoplayback_002_1.webm",26,251,239,27,28,"merge",TRUE
"1588",0.3,"videoplayback_002_1.webm",26,672,304,25,30,"pedestrianCrossing",TRUE
"1589",0.3,"videoplayback_002_1.webm",27,248,238,31,29,"merge",FALSE
"1590",0.3,"videoplayback_002_1.webm",28,246,237,27,29,"addedLane",FALSE
"1591",0.3,"videoplayback_002_1.webm",29,247,236,26,29,"merge",FALSE
"1592",0.3,"videoplayback_002_1.webm",30,245,236,27,30,"dip",FALSE
"1593",0.3,"videoplayback_002_1.webm",31,244,235,29,29,"addedLane",FALSE
"1594",0.3,"videoplayback_002_1.webm",32,244,233,28,31,"merge",FALSE
"1595",0.3,"videoplayback_002_1.webm",33,242,232,29,31,"addedLane",FALSE
"1596",0.3,"videoplayback_002_1.webm",34,239,232,33,30,"addedLane",FALSE
"1597",0.3,"videoplayback_002_1.webm",35,239,230,32,32,"signalAhead",FALSE
"1598",0.3,"videoplayback_002_1.webm",36,237,229,33,32,"addedLane",FALSE
"1599",0.3,"videoplayback_002_1.webm",37,236,229,34,32,"addedLane",FALSE
"1600",0.3,"videoplayback_002_1.webm",38,237,229,31,32,"merge",FALSE
"1601",0.3,"videoplayback_002_1.webm",39,237,229,32,31,"merge",FALSE
"1602",0.3,"videoplayback_002_1.webm",40,238,229,31,31,"merge",FALSE
"1603",0.3,"videoplayback_002_1.webm",41,238,228,31,30,"merge",FALSE
"1604",0.3,"videoplayback_002_1.webm",42,239,228,29,29,"merge",FALSE
"1605",0.3,"videoplayback_002_1.webm",43,239,228,30,30,"merge",FALSE
"1606",0.3,"videoplayback_002_1.webm",44,238,228,30,29,"merge",FALSE
"1607",0.3,"videoplayback_002_1.webm",45,238,227,29,30,"merge",FALSE
"1608",0.3,"videoplayback_002_1.webm",46,238,227,28,28,"signalAhead",FALSE
"1609",0.3,"videoplayback_002_1.webm",47,235,228,29,26,"merge",FALSE
"1610",0.3,"videoplayback_002_1.webm",48,233,226,29,27,"merge",FALSE
"1611",0.3,"videoplayback_002_1.webm",49,226,225,23,26,"rampSpeedAdvisory45",FALSE
"1612",0.3,"videoplayback_002_1.webm",50,225,225,21,25,"rampSpeedAdvisory45",TRUE
"1613",0.3,"videoplayback_002_1.webm",50,230,223,27,28,"merge",TRUE
"1614",0.3,"videoplayback_002_1.webm",51,222,226,22,25,"rampSpeedAdvisory45",TRUE
"1615",0.3,"videoplayback_002_1.webm",51,230,224,27,27,"signalAhead",TRUE
"1616",0.3,"videoplayback_002_1.webm",52,219,225,23,26,"schoolSpeedLimit25",TRUE
"1617",0.3,"videoplayback_002_1.webm",52,228,223,29,28,"signalAhead",TRUE
"1618",0.3,"videoplayback_002_1.webm",53,216,222,25,28,"schoolSpeedLimit25",TRUE
"1619",0.3,"videoplayback_002_1.webm",53,226,221,31,29,"signalAhead",TRUE
"1620",0.3,"videoplayback_002_1.webm",54,214,219,26,30,"schoolSpeedLimit25",TRUE
"1621",0.3,"videoplayback_002_1.webm",54,227,218,32,31,"signalAhead",TRUE
"1622",0.3,"videoplayback_002_1.webm",55,212,217,28,33,"merge",TRUE
"1623",0.3,"videoplayback_002_1.webm",55,227,216,34,32,"signalAhead",TRUE
"1624",0.3,"videoplayback_002_1.webm",56,211,216,27,32,"merge",TRUE
"1625",0.3,"videoplayback_002_1.webm",56,227,215,33,32,"signalAhead",TRUE
"1626",0.3,"videoplayback_002_1.webm",57,229,215,33,32,"signalAhead",FALSE
"1627",0.3,"videoplayback_002_1.webm",58,244,223,26,27,"intersection",FALSE
"1628",0.3,"videoplayback_002_1.webm",59,180,198,28,42,"pedestrianCrossing",FALSE
"1629",0.3,"videoplayback_002_1.webm",60,177,182,32,58,"pedestrianCrossing",FALSE
"1630",0.3,"videoplayback_002_1.webm",60,262,234,19,22,"slow",TRUE
"1631",0.3,"videoplayback_002_1.webm",61,165,180,39,49,"turnRight",FALSE
"1632",0.3,"videoplayback_002_1.webm",61,266,237,18,21,"school",TRUE
"1633",0.3,"videoplayback_002_1.webm",62,161,177,40,50,"turnRight",FALSE
"1634",0.3,"videoplayback_002_1.webm",62,266,239,18,21,"signalAhead",TRUE
"1635",0.3,"videoplayback_002_1.webm",63,152,175,39,49,"turnRight",FALSE
"1636",0.3,"videoplayback_002_1.webm",63,267,241,18,22,"signalAhead",TRUE
"1637",0.3,"videoplayback_002_1.webm",64,146,170,39,51,"turnRight",FALSE
"1638",0.3,"videoplayback_002_1.webm",64,267,240,18,24,"signalAhead",TRUE
"1639",0.3,"videoplayback_002_1.webm",65,137,166,41,49,"turnRight",FALSE
"1640",0.3,"videoplayback_002_1.webm",65,265,241,18,23,"signalAhead",TRUE
"1641",0.3,"videoplayback_002_1.webm",66,118,161,49,56,"pedestrianCrossing",FALSE
"1642",0.3,"videoplayback_002_1.webm",66,258,240,16,20,"turnRight",TRUE
"1643",0.3,"videoplayback_002_1.webm",66,261,237,20,25,"signalAhead",TRUE
"1644",0.3,"videoplayback_002_1.webm",67,106,155,53,61,"pedestrianCrossing",FALSE
"1645",0.3,"videoplayback_002_1.webm",67,260,234,19,26,"signalAhead",TRUE
"1646",0.3,"videoplayback_002_1.webm",68,85,133,73,86,"pedestrianCrossing",FALSE
"1647",0.3,"videoplayback_002_1.webm",68,258,232,21,27,"signalAhead",TRUE
"1648",0.3,"videoplayback_002_1.webm",69,67,125,79,92,"pedestrianCrossing",FALSE
"1649",0.3,"videoplayback_002_1.webm",69,256,229,21,29,"signalAhead",TRUE
"1650",0.3,"videoplayback_002_1.webm",70,47,116,84,98,"slow",FALSE
"1651",0.3,"videoplayback_002_1.webm",70,250,229,16,29,"turnRight",TRUE
"1652",0.3,"videoplayback_002_1.webm",70,252,227,23,35,"turnLeft",TRUE
"1653",0.3,"videoplayback_002_1.webm",71,19,80,98,108,"merge",FALSE
"1654",0.3,"videoplayback_002_1.webm",71,249,227,26,37,"stopAhead",TRUE
"1655",0.3,"videoplayback_002_1.webm",72,16,77,69,80,"turnRight",TRUE
"1656",0.3,"videoplayback_002_1.webm",72,-2,59,108,127,"signalAhead",TRUE
"1657",0.3,"videoplayback_002_1.webm",72,245,228,29,34,"turnRight",TRUE
"1658",0.3,"videoplayback_002_1.webm",73,-5,48,71,110,"signalAhead",FALSE
"1659",0.3,"videoplayback_002_1.webm",73,241,226,29,32,"turnRight",TRUE
"1660",0.3,"videoplayback_002_1.webm",74,238,223,31,36,"turnRight",FALSE
"1661",0.3,"videoplayback_002_1.webm",75,235,219,33,38,"turnRight",FALSE
"1662",0.3,"videoplayback_002_1.webm",76,230,218,38,38,"turnRight",FALSE
"1663",0.3,"videoplayback_002_1.webm",77,229,214,37,43,"turnRight",FALSE
"1664",0.3,"videoplayback_002_1.webm",78,226,212,38,45,"turnLeft",FALSE
"1665",0.3,"videoplayback_002_1.webm",79,224,210,38,45,"turnLeft",FALSE
"1666",0.3,"videoplayback_002_1.webm",80,222,209,32,42,"turnRight",FALSE
"1667",0.3,"videoplayback_002_1.webm",81,220,207,31,43,"turnRight",FALSE
"1668",0.3,"videoplayback_002_1.webm",82,216,202,32,44,"pedestrianCrossing",FALSE
"1669",0.3,"videoplayback_002_1.webm",83,207,199,35,45,"turnRight",FALSE
"1670",0.3,"videoplayback_002_1.webm",84,204,196,34,44,"turnRight",FALSE
"1671",0.3,"videoplayback_002_1.webm",85,199,192,36,47,"turnRight",FALSE
"1672",0.3,"videoplayback_002_1.webm",86,193,185,39,52,"turnRight",FALSE
"1673",0.3,"videoplayback_002_1.webm",88,169,174,46,54,"turnRight",FALSE
"1674",0.3,"videoplayback_002_2.webm",28,268,217,15,29,"rightLaneMustTurn",FALSE
"1675",0.3,"videoplayback_002_2.webm",30,258,208,17,33,"rightLaneMustTurn",FALSE
"1676",0.3,"videoplayback_002_2.webm",31,252,204,20,32,"stop",FALSE
"1677",0.3,"videoplayback_002_2.webm",32,243,204,23,33,"rightLaneMustTurn",FALSE
"1678",0.3,"videoplayback_002_2.webm",33,234,198,25,36,"rightLaneMustTurn",FALSE
"1679",0.3,"videoplayback_002_2.webm",34,226,191,28,39,"rightLaneMustTurn",FALSE
"1680",0.3,"videoplayback_002_2.webm",35,218,187,31,39,"stop",FALSE
"1681",0.3,"videoplayback_002_2.webm",36,208,181,29,42,"stop",FALSE
"1682",0.3,"videoplayback_002_2.webm",37,198,174,33,44,"stop",FALSE
"1683",0.3,"videoplayback_002_2.webm",38,184,166,37,48,"stop",FALSE
"1684",0.3,"videoplayback_002_2.webm",39,169,158,33,45,"stop",FALSE
"1685",0.3,"videoplayback_002_2.webm",40,154,148,34,50,"noRightTurn",FALSE
"1686",0.3,"videoplayback_002_2.webm",41,135,133,39,57,"rightLaneMustTurn",FALSE
"1687",0.3,"videoplayback_002_2.webm",42,110,117,43,61,"stop",FALSE
"1688",0.3,"videoplayback_002_2.webm",43,83,106,38,42,"noRightTurn",TRUE
"1689",0.3,"videoplayback_002_2.webm",43,73,101,55,59,"stop",TRUE
"1690",0.3,"videoplayback_002_2.webm",44,42,78,48,62,"noLeftTurn",TRUE
"1691",0.3,"videoplayback_002_2.webm",44,31,64,71,93,"stop",TRUE
"1692",0.3,"videoplayback_002_2.webm",45,2,34,40,94,"keepRight",FALSE
"1693",0.3,"videoplayback_002_2.webm",65,330,252,15,24,"signalAhead",FALSE
"1694",0.3,"videoplayback_002_2.webm",66,330,253,14,21,"signalAhead",FALSE
"1695",0.3,"videoplayback_002_2.webm",67,329,252,15,21,"signalAhead",FALSE
"1696",0.3,"videoplayback_002_2.webm",68,329,252,15,20,"signalAhead",FALSE
"1697",0.3,"videoplayback_002_2.webm",69,327,251,16,22,"signalAhead",FALSE
"1698",0.3,"videoplayback_002_2.webm",70,326,249,17,26,"signalAhead",FALSE
"1699",0.3,"videoplayback_002_2.webm",71,326,246,18,30,"signalAhead",FALSE
"1700",0.3,"videoplayback_002_2.webm",72,324,246,20,28,"signalAhead",FALSE
"1701",0.3,"videoplayback_002_2.webm",73,322,246,22,30,"signalAhead",FALSE
"1702",0.3,"videoplayback_002_2.webm",74,321,243,23,35,"signalAhead",FALSE
"1703",0.3,"videoplayback_002_2.webm",75,319,245,25,30,"signalAhead",FALSE
"1704",0.3,"videoplayback_002_2.webm",76,318,245,25,29,"signalAhead",FALSE
"1705",0.3,"videoplayback_002_2.webm",77,316,244,26,30,"signalAhead",FALSE
"1706",0.3,"videoplayback_002_2.webm",78,316,241,26,37,"signalAhead",FALSE
"1707",0.3,"videoplayback_002_2.webm",79,315,243,26,31,"signalAhead",FALSE
"1708",0.3,"videoplayback_002_2.webm",80,313,242,26,30,"pedestrianCrossing",FALSE
"1709",0.3,"videoplayback_002_2.webm",81,312,242,27,30,"signalAhead",FALSE
"1710",0.3,"videoplayback_002_2.webm",82,311,241,27,32,"signalAhead",FALSE
"1711",0.3,"videoplayback_002_2.webm",83,308,239,28,33,"pedestrianCrossing",FALSE
"1712",0.3,"videoplayback_002_2.webm",84,307,238,28,34,"pedestrianCrossing",FALSE
"1713",0.3,"videoplayback_002_2.webm",85,304,237,28,34,"pedestrianCrossing",FALSE
"1714",0.3,"videoplayback_002_2.webm",86,304,236,26,34,"pedestrianCrossing",FALSE
"1715",0.3,"videoplayback_002_2.webm",87,302,237,26,31,"pedestrianCrossing",FALSE
"1716",0.3,"videoplayback_002_2.webm",88,300,234,26,34,"pedestrianCrossing",FALSE
"1717",0.3,"videoplayback_002_2.webm",89,296,235,28,31,"pedestrianCrossing",FALSE
"1718",0.3,"videoplayback_002_2.webm",90,292,232,32,36,"pedestrianCrossing",FALSE
"1719",0.3,"videoplayback_002_2.webm",91,288,229,30,40,"pedestrianCrossing",FALSE
"1720",0.3,"videoplayback_002_2.webm",92,290,228,28,37,"signalAhead",FALSE
"1721",0.3,"videoplayback_002_2.webm",93,281,224,34,41,"signalAhead",FALSE
"1722",0.3,"videoplayback_002_2.webm",94,278,222,33,41,"signalAhead",FALSE
"1723",0.3,"videoplayback_002_2.webm",95,273,220,35,40,"merge",FALSE
"1724",0.3,"videoplayback_002_2.webm",96,269,218,34,41,"merge",FALSE
"1725",0.3,"videoplayback_002_2.webm",97,266,215,34,44,"signalAhead",FALSE
"1726",0.3,"videoplayback_002_2.webm",98,259,213,37,43,"merge",FALSE
"1727",0.3,"videoplayback_002_2.webm",99,251,206,41,52,"merge",FALSE
"1728",0.3,"videoplayback_002_2.webm",100,247,202,41,54,"signalAhead",FALSE
"1729",0.3,"videoplayback_002_2.webm",101,237,199,44,53,"merge",FALSE
"1730",0.3,"videoplayback_002_2.webm",102,224,191,50,63,"merge",FALSE
"1731",0.3,"videoplayback_002_2.webm",103,214,187,51,62,"merge",FALSE
"1732",0.3,"videoplayback_002_2.webm",104,202,180,54,65,"merge",FALSE
"1733",0.3,"videoplayback_002_2.webm",105,188,171,55,69,"merge",FALSE
"1734",0.3,"videoplayback_002_2.webm",106,172,163,57,71,"merge",FALSE
"1735",0.3,"videoplayback_002_2.webm",107,153,156,55,67,"merge",FALSE
"1736",0.3,"videoplayback_002_2.webm",108,126,138,64,78,"merge",FALSE
"1737",0.3,"videoplayback_002_2.webm",109,90,124,76,85,"merge",FALSE
"1738",0.3,"videoplayback_002_2.webm",110,38,91,104,112,"merge",FALSE
"1739",0.3,"videoplayback_002_2.webm",111,-10,57,107,126,"signalAhead",FALSE
"1740",0.3,"videoplayback_002_2.webm",112,3,66,33,59,"signalAhead",TRUE
"1741",0.3,"videoplayback_002_2.webm",112,-4,45,45,100,"signalAhead",TRUE
"1742",0.3,"videoplayback_002_2.webm",164,475,226,16,28,"speedLimit35",FALSE
"1743",0.3,"videoplayback_002_2.webm",165,474,224,16,29,"keepRight",FALSE
"1744",0.3,"videoplayback_002_2.webm",166,473,225,16,28,"keepRight",FALSE
"1745",0.3,"videoplayback_002_2.webm",168,472,223,18,28,"keepRight",FALSE
"1746",0.3,"videoplayback_002_2.webm",334,211,240,15,17,"speedLimitUrdbl",FALSE
"1747",0.3,"videoplayback_002_2.webm",335,201,236,17,19,"speedLimitUrdbl",FALSE
"1748",0.3,"videoplayback_002_2.webm",337,182,232,20,22,"speedLimit25",FALSE
